年,月,南半球平均温度,北半球平均温度,热带平均温度,南温带平均温度,北温带平均温度
1930,3,22.42436842,15.55230864,25.01090698,17.7732,10.02817308
1930,4,20.76010526,19.17879012,25.56523256,14.7622,14.90015385
1930,5,19.79847368,22.82418519,26.01083721,13.1154,20.01705769
1930,6,18.57673684,24.72928395,25.15325581,11.3452,23.41757692
1930,7,17.96142105,25.67860494,24.3565814,10.777,25.38492308
1930,8,18.42257895,25.26267901,24.45544186,10.6912,24.83203846
1930,9,19.36257895,22.92896296,24.89132558,12.1216,21.04230769
1930,10,20.50231579,19.5607284,24.80790698,14.123,16.08861538
1930,11,21.29452632,14.79338272,23.75237209,15.9272,9.651384615
1930,12,21.97847368,11.25560494,23.05165116,17.598,4.809307692
1931,1,22.86789474,10.02319753,23.27725581,18.496,2.941673077
1931,2,22.87578947,10.60418519,23.92248837,19.022,3.265423077
1931,3,22.78021053,15.21375309,25.29513953,17.8682,9.386653846
1931,4,21.25231579,19.09224691,26.348,14.2988,14.34246154
1931,5,19.983,22.74949383,26.37611628,12.7302,19.70311538
1931,6,18.32257895,25.1151358,25.59776744,10.5438,23.63523077
1931,7,17.814,25.55823457,24.51446512,9.6718,25.11926923
1931,8,18.19821053,25.38385185,24.48765116,10.7792,24.90371154
1931,9,19.28889474,22.96075309,24.79232558,11.777,21.17990385
1931,10,20.43978947,19.23990123,24.6387907,13.7484,15.74188462
1931,11,21.08110526,15.15225926,23.76330233,15.717,10.14359615
1931,12,22.14205263,10.93564198,22.93972093,17.6846,4.454903846
1932,1,22.46073684,10.82539506,22.58455814,18.8524,4.581019231
1932,2,22.83463158,10.42828395,23.44327907,18.4284,3.429730769
1932,3,22.40415789,14.44407407,24.80739535,17.7218,8.467730769
1932,4,21.67247368,18.90193827,25.95146512,15.8716,14.37621154
1932,5,19.88505263,22.67083951,26.12130233,12.8806,19.74105769
1932,6,18.40584211,24.93649383,25.31755814,10.6582,23.60809615
1932,7,17.86436842,25.6732716,24.22306977,10.0832,25.51826923
1932,8,18.17578947,25.2645679,24.30176744,10.9342,24.84851923
1932,9,19.69389474,23.08701235,24.80969767,12.2708,21.46271154
1932,10,20.63242105,19.63650617,24.91544186,13.4728,16.22778846
1932,11,21.73642105,15.09062963,24.01718605,16.3962,10.01178846
1932,12,21.94505263,11.16692593,22.79753488,17.0142,4.925230769
1933,1,22.28778947,8.913925926,22.65555814,18.1608,1.548134615
1933,2,22.75426316,11.34983951,23.86309302,18.4058,4.490884615
1933,3,22.35657895,14.3882716,25.02944186,17.4438,8.206538462
1933,4,20.97636842,18.52116049,25.67886047,15.2124,13.81753846
1933,5,19.64273684,22.49104938,25.86648837,12.793,19.59159615
1933,6,18.16226316,24.55960494,24.9594186,10.672,23.22684615
1933,7,17.50752632,25.82458025,24.35795349,9.6372,25.55492308
1933,8,18.12715789,25.00628395,24.22746512,10.416,24.53969231
1933,9,19.257,22.81674074,24.54034884,12.1632,21.11515385
1933,10,20.46352632,19.00254321,24.37888372,14.5008,15.52340385
1933,11,20.83089474,14.86375309,23.56983721,15.7268,9.761807692
1933,12,21.51531579,10.61808642,22.44909302,17.5276,4.152057692
1934,1,22.39694737,8.658530864,22.17993023,18.7154,1.530173077
1934,2,22.73342105,10.82328395,23.32427907,18.523,4.097346154
1934,3,22.54836842,14.45195062,24.65227907,18.176,8.617288462
1934,4,21.30468421,18.79828395,25.77983721,15.1102,14.2955
1934,5,20.04294737,23.05322222,26.05276744,13.4072,20.40042308
1934,6,18.64878947,24.81067901,25.24313953,11.1208,23.51794231
1934,7,17.84394737,25.83109877,24.35653488,10.1886,25.63615385
1934,8,18.57105263,24.93669136,24.39251163,11.2028,24.38134615
1934,9,19.57173684,23.17153086,24.84981395,12.558,21.48894231
1934,10,20.05468421,19.00165432,24.48495349,13.2338,15.40675
1934,11,21.24526316,14.93903704,23.59251163,15.7706,10.00751923
1934,12,21.68294737,11.4624321,22.5625814,16.9742,5.487903846
1935,1,22.34747368,9.259975309,22.5667907,18.239,2.174865385
1935,2,22.58568421,11.88848148,23.47067442,18.4734,5.586326923
1935,3,22.418,15.50617284,25.17127907,16.9558,9.899961538
1935,4,20.82863158,18.58123457,25.43011628,14.7302,14.10919231
1935,5,19.39031579,22.60108642,26.06337209,12.4076,19.54501923
1935,6,18.33905263,25.04239506,25.33281395,10.3484,23.76582692
1935,7,17.87863158,25.52582716,24.37876744,9.808,25.19151923
1935,8,18.14047368,25.14848148,24.18562791,10.8968,24.75442308
1935,9,19.33689474,22.94467901,24.67651163,11.5334,21.29159615
1935,10,20.56773684,19.87988889,24.80053488,13.7068,16.65578846
1935,11,21.42268421,14.79088889,23.89469767,15.732,9.595403846
1935,12,22.14105263,10.45277778,22.98337209,17.2382,3.709211538
1936,1,22.52263158,9.399111111,22.70390698,18.0448,2.360884615
1936,2,22.48057895,10.73087654,23.70555814,17.9996,3.596057692
1936,3,22.46336842,14.62333333,25.07655814,17.924,8.526576923
1936,4,21.08605263,18.84758025,25.84988372,14.962,14.24873077
1936,5,20.02657895,22.83762963,26.35223256,12.1464,19.93221154
1936,6,18.47778947,24.54479012,24.99667442,10.5788,23.29721154
1936,7,17.87584211,25.63288889,24.30790698,10.594,25.34028846
1936,8,18.26289474,25.10245679,24.21683721,11.2908,24.66376923
1936,9,19.295,22.96923457,24.68493023,11.9908,21.26359615
1936,10,20.52568421,19.3415679,24.67897674,13.5704,15.91551923
1936,11,21.22263158,15.09659259,24.05148837,15.2912,9.911230769
1936,12,21.93657895,10.93701235,22.88316279,17.5602,4.440692308
1937,1,22.46352632,9.319740741,22.4877907,18.338,2.366173077
1937,2,23.13252632,11.94332099,23.94353488,19.0172,5.42825
1937,3,22.69715789,14.75497531,25.06630233,17.7866,8.83875
1937,4,20.97310526,18.98985185,25.67283721,14.726,14.59817308
1937,5,19.59447368,23.00717284,26.00311628,12.8702,20.25751923
1937,6,18.41705263,24.94108642,25.48160465,10.4326,23.50538462
1937,7,17.80178947,25.74665432,24.35386047,9.757,25.53292308
1937,8,18.79263158,25.63958025,24.56632558,11.5472,25.38034615
1937,9,19.53952632,23.30549383,24.95127907,12.344,21.62251923
1937,10,20.38642105,19.46024691,24.59562791,14.1322,16.06440385
1937,11,21.59131579,15.1652963,24.01460465,16.4424,10.07276923
1937,12,21.75910526,10.57464198,22.63460465,17.7542,3.998269231
1938,1,22.74647368,9.519320988,23.0945814,18.4108,2.271673077
1938,2,22.891,11.1765679,23.72976744,18.2718,4.394076923
1938,3,22.73421053,15.49134568,25.27890698,18.0338,9.79975
1938,4,21.35431579,19.61669136,26.09409302,15.2684,15.31338462
1938,5,19.90426316,22.89887654,26.12167442,13.1364,20.07838462
1938,6,18.243,24.34303704,24.78234884,10.6596,23.06661538
1938,7,17.77284211,25.84765432,24.18476744,10.172,25.77959615
1938,8,18.17942105,25.65790123,24.31886047,10.293,25.51005769
1938,9,19.52763158,22.96360494,24.76027907,12.3964,21.23851923
1938,10,20.59921053,19.8457037,24.58513953,14.4016,16.72534615
1938,11,21.34352632,15.02680247,23.55532558,16.2858,10.16134615
1938,12,21.84184211,10.91788889,22.72269767,17.8722,4.478980769
1939,1,22.76126316,10.13561728,22.78074419,19.4238,3.399192308
1939,2,22.97910526,11.60159259,23.67788372,19.3186,5.030576923
1939,3,22.55715789,14.47037037,24.86927907,17.6026,8.524884615
1939,4,21.19563158,18.72203704,25.75688372,14.8958,14.17648077
1939,5,20.37857895,22.97466667,26.30534884,13.4712,20.18567308
1939,6,18.71026316,24.77590123,25.29844186,11.3212,23.42123077
1939,7,17.61357895,25.88271605,24.38574419,9.8308,25.64263462
1939,8,18.60663158,25.69737037,24.54660465,11.1342,25.45842308
1939,9,19.22868421,23.04239506,24.66546512,11.9676,21.37165385
1939,10,20.26426316,19.62964198,24.7255814,13.845,16.20378846
1939,11,21.32789474,15.04939506,23.87676744,15.5768,9.993192308
1939,12,22.02073684,11.31741975,22.7532093,17.191,5.206961538
1940,1,22.64884211,8.827037037,22.63937209,18.745,1.501923077
1940,2,22.82026316,11.26083951,23.79165116,18.7008,4.407076923
1940,3,22.65657895,14.43209877,24.75786047,18.3508,8.521788462
1940,4,21.31636842,18.97750617,26.03518605,14.8034,14.39728846
1940,5,20.00963158,22.9087037,26.34618605,12.5238,20.00544231
1940,6,18.49057895,24.99781481,25.44316279,11.0762,23.59051923
1940,7,18.07894737,25.75993827,24.48648837,10.8026,25.44467308
1940,8,18.50084211,24.65603704,24.44790698,11.3156,23.86186538
1940,9,19.58810526,22.96958025,25.06516279,12.461,21.01159615
1940,10,20.65894737,19.80506173,24.99169767,14.5602,16.33242308
1940,11,21.11257895,15.53150617,24.05227907,15.4542,10.53215385
1940,12,22.70331579,11.31138272,23.23869767,18.2694,4.941807692
1941,1,22.93505263,9.919962963,23.27153488,18.5488,2.805057692
1941,2,23.25326316,12.00530864,24.33902326,18.3788,5.303269231
1941,3,22.60463158,15.43688889,25.66397674,17.2068,9.428673077
1941,4,21.94605263,19.71396296,26.75995349,15.2298,15.13421154
1941,5,20.30352632,23.12506173,26.73113953,12.6726,20.11721154
1941,6,18.52757895,25.05307407,25.62788372,10.6656,23.57684615
1941,7,17.93878947,25.96362963,24.68213953,10.6106,25.56742308
1941,8,18.84431579,25.26074074,25.00602326,11.1596,24.48278846
1941,9,19.24331579,22.92369136,25.01113953,12.0392,20.89936538
1941,10,20.71531579,19.68406173,25.16686047,14.1464,16.05948077
1941,11,21.65310526,15.28698765,24.30562791,15.771,10.10880769
1941,12,22.18852632,11.22987654,23.25588372,17.7606,4.661461538
1942,1,23.12142105,8.875987654,23.01862791,19.2858,1.385230769
1942,2,23.28173684,10.81207407,24.25753488,19.0364,3.459134615
1942,3,22.85368421,15.83059259,25.70781395,17.7704,10.0425
1942,4,21.39568421,19.5591358,26.2422093,15.2064,15.12232692
1942,5,20.08157895,22.91938272,26.41360465,13.1804,19.92948077
1942,6,18.45184211,25.4187284,25.67693023,10.3824,24.10542308
1942,7,17.31294737,25.69495062,24.1177907,10.0556,25.44026923
1942,8,18.364,25.03565432,24.2642093,11.0028,24.58517308
1942,9,19.53763158,22.93512346,24.79986047,12.4112,21.16365385
1942,10,20.33005263,19.69971605,24.74709302,13.8396,16.31971154
1942,11,21.39952632,15.30312346,24.04806977,16.1408,10.21871154
1942,12,21.82515789,10.77333333,22.72625581,17.7698,4.254615385
1943,1,22.51294737,9.224506173,22.77632558,18.7102,1.9615
1943,2,22.71121053,11.32128395,23.34913953,18.5174,4.844942308
1943,3,22.46678947,14.99748148,24.9794186,17.657,9.216634615
1943,4,20.77494737,18.58619753,25.42146512,14.6,14.11698077
1943,5,19.62247368,22.88449383,26.06611628,12.2854,20.08078846
1943,6,18.21857895,24.70549383,24.9982093,10.1476,23.49301923
1943,7,17.60326316,25.5225679,24.22067442,9.6824,25.22863462
1943,8,17.65473684,25.27849383,24.10986047,9.4548,24.98076923
1943,9,18.97957895,22.96014815,24.54776744,11.7994,21.26601923
1943,10,20.33247368,19.73307407,24.57034884,13.5332,16.54817308
1943,11,21.127,15.36912346,23.96276744,15.4874,10.35530769
1943,12,21.58852632,11.60212346,22.72755814,17.231,5.509884615
1944,1,22.78226316,10.1848642,22.76713953,19.3526,3.501673077
1944,2,22.80105263,11.19907407,23.53395349,18.5878,4.527807692
1944,3,22.56505263,14.85398765,24.90044186,17.6138,9.098480769
1944,4,20.88736842,18.76837037,25.64297674,14.7362,14.24555769
1944,5,19.56494737,22.95485185,26.27018605,12.277,20.00142308
1944,6,18.48863158,25.02992593,25.57562791,10.4286,23.59255769
1944,7,17.80563158,25.83876543,24.38909302,10.3436,25.59226923
1944,8,18.60973684,25.25883951,24.61506977,10.892,24.74313462
1944,9,19.80305263,23.21298765,24.99109302,12.9046,21.48788462
1944,10,20.957,19.36133333,24.94951163,14.4372,15.79684615
1944,11,21.55115789,15.2155679,24.03146512,16.439,10.12278846
1944,12,22.09773684,9.992839506,22.83788372,17.8792,3.035615385
1945,1,22.54052632,8.560679012,22.72090698,18.4806,1.005442308
1945,2,22.72789474,10.39483951,23.39934884,18.3314,3.384288462
1945,3,22.38715789,14.98930864,25.23767442,17.084,9.016346154
1945,4,21.36594737,19.35807407,25.85434884,15.5286,15.08801923
1945,5,19.51668421,22.54385185,25.89683721,12.9412,19.58844231
1945,6,18.06721053,25.04197531,25.24495349,11.2176,23.65492308
1945,7,17.60594737,25.54118519,24.43351163,9.6978,25.08113462
1945,8,18.83726316,25.44109877,24.64893023,11.5078,25.02296154
1945,9,19.53136842,23.26760494,24.80051163,13.0128,21.62088462
1945,10,20.59852632,19.20609877,24.60646512,13.9226,15.75721154
1945,11,21.52436842,15.61834568,23.94518605,16.3738,10.81801923
1945,12,21.82205263,10.49462963,22.50927907,17.498,4.024903846
1946,1,22.61584211,10.09723457,22.73790698,18.7578,3.385730769
1946,2,23.04531579,12.14469136,24.08613953,18.755,5.617346154
1946,3,22.38052632,14.95225926,25.25330233,17.0644,8.945173077
1946,4,21.07657895,19.87935802,25.87230233,14.854,15.84430769
1946,5,19.92236842,22.67796296,26.18153488,12.7922,19.72448077
1946,6,18.29631579,25.12946914,25.12634884,10.1866,24.07213462
1946,7,18.07152632,25.80002469,24.45418605,10.5792,25.55259615
1946,8,18.68547368,25.32320988,24.40230233,11.0316,25.03359615
1946,9,19.79547368,23.3917037,24.95183721,12.3442,21.84984615
1946,10,20.49352632,19.55318519,24.88886047,13.0434,16.11051923
1946,11,21.65647368,15.67682716,24.21811628,16.3174,10.73711538
1946,12,22.17515789,10.59997531,23.16865116,17.8478,3.739134615
1947,1,23.03005263,9.589987654,23.19009302,18.9258,2.356865385
1947,2,23.31984211,10.60951852,23.94404651,19.6244,3.360230769
1947,3,22.35689474,15.25062963,25.22497674,17.9184,9.342615385
1947,4,21.10752632,19.72049383,25.9862093,15.0014,15.49978846
1947,5,20.31621053,23.06237037,26.40423256,13.5882,20.20648077
1947,6,18.81563158,25.1812963,25.73060465,10.9898,23.76571154
1947,7,17.65594737,25.97388889,24.5045814,9.683,25.71607692
1947,8,18.43231579,25.61066667,24.62097674,10.8802,25.22259615
1947,9,19.42347368,23.1072716,24.75162791,12.0542,21.46430769
1947,10,20.15121053,19.11541975,24.44406977,13.7166,15.60661538
1947,11,21.05673684,15.05967901,23.80986047,15.7622,9.947634615
1947,12,21.61731579,10.74097531,22.80162791,17.3192,4.109269231
1948,1,22.62436842,10.18728395,22.86662791,18.061,3.489673077
1948,2,22.99410526,11.45861728,23.89669767,18.8974,4.672903846
1948,3,21.91557895,14.85554321,25.0442093,16.4782,8.853903846
1948,4,20.98931579,19.76551852,25.91234884,14.6186,15.62461538
1948,5,19.92405263,22.95646914,26.36209302,12.8014,20.00873077
1948,6,18.53289474,25.14846914,25.43388372,10.772,23.87757692
1948,7,18.021,25.61788889,24.65239535,9.7072,25.17036538
1948,8,18.25089474,25.27992593,24.38460465,11.0728,24.81805769
1948,9,19.55531579,23.16848148,24.83455814,12.3742,21.50848077
1948,10,20.43310526,19.33791358,24.76418605,13.6328,15.79953846
1948,11,21.15121053,14.92132099,23.92427907,15.2594,9.720365385
1948,12,21.99368421,11.34659259,22.74204651,17.8204,5.191230769
1949,1,22.58357895,10.32782716,22.86332558,18.4978,3.654423077
1949,2,22.43605263,11.65451852,23.52181395,18.0446,5.166153846
1949,3,22.79136842,14.83264198,25.53123256,17.4006,8.646807692
1949,4,21.10957895,19.14991358,25.93411628,14.725,14.68140385
1949,5,19.80715789,23.36750617,26.17139535,12.8548,20.75884615
1949,6,18.63621053,24.8904321,25.3624186,10.7914,23.57061538
1949,7,17.87568421,25.61834568,24.45055814,10.245,25.23317308
1949,8,18.35847368,25.11312346,24.51753488,10.7272,24.52084615
1949,9,19.37363158,23.09332099,24.77851163,12.141,21.39378846
1949,10,20.29805263,19.66858025,24.78997674,14.0698,16.20192308
1949,11,21.30984211,15.02603704,23.77095349,15.5388,10.04136538
1949,12,21.86163158,11.09024691,22.63013953,17.101,4.905384615
1950,1,22.49021053,9.755481481,22.82527907,18.3952,2.770096154
1950,2,22.80236842,10.88446914,23.3917907,18.475,4.166634615
1950,3,22.51810526,15.06883951,25.08886047,18.1242,9.211115385
1950,4,21.09636842,19.35048148,25.89786047,14.9278,14.99948077
1950,5,19.72336842,22.92332099,26.18118605,12.7962,20.03386538
1950,6,18.51226316,24.81895062,25.32069767,11.0962,23.41917308
1950,7,17.85521053,25.53407407,24.14853488,10.6948,25.30092308
1950,8,18.43468421,25.02433333,24.33662791,11.0936,24.52475
1950,9,19.44878947,22.75333333,24.64909302,12.7424,20.94084615
1950,10,20.11063158,19.23430864,24.36769767,13.8292,15.82930769
1950,11,21.04147368,14.68490123,23.55127907,15.3892,9.607961538
1950,12,21.98789474,10.54983951,22.52434884,17.7404,4.135730769
1951,1,22.27226316,9.492197531,22.46390698,18.21,2.596980769
1951,2,22.64389474,11.15644444,23.46239535,18.5328,4.468442308
1951,3,22.78163158,14.87860494,25.18716279,17.9636,8.945230769
1951,4,20.76157895,18.75080247,25.6417907,14.2952,14.21561538
1951,5,19.98326316,22.89825926,26.23383721,13.0862,20.01836538
1951,6,18.52063158,24.87417284,25.3175814,11.2558,23.49548077
1951,7,17.74289474,25.73098765,24.54365116,10.241,25.28351923
1951,8,18.31331579,25.52850617,24.55532558,10.6806,25.12461538
1951,9,19.71463158,23.19098765,25.22530233,12.2508,21.2905
1951,10,20.68168421,20.02796296,25.25890698,13.6552,16.554
1951,11,21.60847368,15.33696296,24.34625581,15.6858,10.14494231
1951,12,21.73957895,11.68519753,22.66797674,17.3038,5.73675
1952,1,22.95557895,10.52811111,23.17804651,18.9274,3.800769231
1952,2,23.00315789,11.60683951,24.2204186,18.4906,4.678519231
1952,3,22.67494737,14.64819753,25.1977907,18.0136,8.53375
1952,4,21.22421053,19.84196296,26.03502326,15.2846,15.66403846
1952,5,19.71031579,23.02206173,26.35974419,12.6758,20.04682692
1952,6,18.48757895,25.06717284,25.45151163,10.8888,23.70857692
1952,7,17.86578947,25.80981481,24.56265116,10.195,25.43992308
1952,8,18.63831579,25.08676543,24.46695349,10.996,24.59801923
1952,9,19.67215789,23.21330864,24.94109302,12.4256,21.52796154
1952,10,20.69415789,19.36693827,24.87562791,13.9536,15.81713462
1952,11,21.26221053,15.12955556,23.9697907,15.4802,10.02642308
1952,12,21.92489474,10.9777284,23.013,17.066,4.44
1953,1,22.89384211,9.853876543,23.06195349,18.719,2.844
1953,2,23.07489474,11.81955556,24.21532558,18.8292,5.007730769
1953,3,22.80389474,15.72707407,25.75023256,18.0634,9.799807692
1953,4,21.36631579,19.1925679,26.09737209,15.2694,14.65430769
1953,5,20.10157895,23.06190123,26.40516279,13.374,20.14715385
1953,6,18.45547368,25.17798765,25.49613953,10.6746,23.85315385
1953,7,17.45894737,25.90009877,24.304,9.8598,25.67801923
1953,8,18.493,25.31745679,24.549,10.7814,24.85705769
1953,9,19.65889474,22.90298765,24.88844186,12.5094,21.07521154
1953,10,20.50831579,19.92098765,24.96309302,13.3614,16.59688462
1953,11,21.43031579,14.85871605,23.99374419,15.655,9.629346154
1953,12,22.08836842,11.49767901,22.89976744,17.5886,5.353038462
1954,1,22.76515789,9.420938272,22.89723256,18.4782,2.281961538
1954,2,22.94989474,11.60081481,24.19332558,18.4458,4.676384615
1954,3,22.62189474,14.99780247,25.36655814,17.5376,8.965153846
1954,4,21.14526316,19.15208642,26.01186047,15.241,14.58392308
1954,5,19.66757895,22.90867901,26.35132558,12.2914,19.89851923
1954,6,18.30126316,24.836,25.299,10.5844,23.43578846
1954,7,17.51505263,25.23771605,24.18106977,9.4764,24.80525
1954,8,18.30357895,25.21522222,24.29272093,11.0062,24.81890385
1954,9,19.58831579,23.02765432,24.74051163,11.8282,21.43144231
1954,10,20.45152632,19.10196296,24.41437209,13.5138,15.73944231
1954,11,21.30463158,15.54337037,23.75251163,15.9176,10.82413462
1954,12,21.99363158,10.55867901,22.71686047,17.6166,4.004307692
1955,1,22.63373684,9.672790123,22.64588372,19.001,2.783826923
1955,2,22.65926316,12.22496296,23.81044186,18.397,5.863730769
1955,3,22.42310526,15.06581481,25.30323256,17.567,9.048
1955,4,20.91421053,18.88158025,25.70590698,14.8286,14.37078846
1955,5,19.59515789,22.68024691,26.08667442,12.5414,19.71103846
1955,6,18.30784211,24.98846914,25.12723256,10.5492,23.82111538
1955,7,17.58926316,25.88640741,24.30918605,9.616,25.72346154
1955,8,18.19821053,25.37203704,24.23493023,10.5288,25.11836538
1955,9,19.39247368,23.28937037,24.75997674,11.9774,21.73711538
1955,10,19.99042105,19.32677778,24.53237209,13.049,15.86826923
1955,11,20.88347368,14.77749383,23.52930233,14.9948,9.750557692
1955,12,21.55105263,11.32075309,22.41669767,16.5492,5.380519231
1956,1,22.43752632,9.548765432,22.4685814,18.0186,2.760019231
1956,2,22.76947368,10.51564198,23.62404651,18.8692,3.350134615
1956,3,22.50563158,14.56822222,25.32969767,18.0068,8.238884615
1956,4,20.85684211,19.02159259,25.88530233,14.677,14.43415385
1956,5,19.43173684,22.42260494,25.91839535,12.0634,19.43511538
1956,6,17.90084211,24.55939506,24.80667442,10.263,23.29663462
1956,7,17.64694737,25.0955679,23.90251163,10.3168,24.78155769
1956,8,17.91305263,24.71116049,24.05011628,10.3516,24.15459615
1956,9,19.36784211,22.88364198,24.65576744,11.6474,21.21401923
1956,10,20.06521053,19.00166667,24.39155814,12.9906,15.51123077
1956,11,20.71836842,14.04822222,23.5082093,15.3,8.542346154
1956,12,21.39863158,10.41217284,22.51855814,16.6958,3.811211538
1957,1,22.39136842,9.276530864,22.60160465,18.4598,2.166673077
1957,2,22.63405263,10.77783951,23.19669767,18.3858,4.108942308
1957,3,22.31873684,14.45525926,24.70325581,17.455,8.565711538
1957,4,21.12042105,19.01524691,25.86490698,14.814,14.52426923
1957,5,19.95889474,22.33349383,26.31834884,12.8158,19.08584615
1957,6,18.72568421,24.82639506,25.58086047,11.2296,23.28078846
1957,7,17.90847368,25.67602469,24.64776744,9.8272,25.21209615
1957,8,18.62610526,25.23239506,24.70355814,10.853,24.6385
1957,9,19.58568421,22.71198765,25.09165116,12.0844,20.62376923
1957,10,20.68226316,19.47549383,25.0184186,13.3666,15.92025
1957,11,21.64415789,15.80019753,24.40995349,16.1132,10.78578846
1957,12,22.43826316,11.61455556,23.38176744,17.9946,5.225326923
1958,1,22.99368421,10.19125926,23.43206977,18.3332,3.137057692
1958,2,23.22847368,11.69548148,23.96727907,18.6796,5.090076923
1958,3,22.78447368,15.56762963,25.76053488,17.9258,9.549057692
1958,4,21.53142105,19.85345679,26.56944186,15.5614,15.32565385
1958,5,20.08115789,23.04044444,26.56339535,13.1928,19.99284615
1958,6,18.43010526,25.05354321,25.72213953,10.6298,23.46746154
1958,7,18.12089474,25.71522222,24.50427907,10.7744,25.37834615
1958,8,18.64189474,25.0388642,24.63574419,10.9002,24.39434615
1958,9,19.50489474,23.07932099,25.0375814,11.6546,21.25248077
1958,10,20.62026316,19.26444444,24.9384186,13.7694,15.59626923
1958,11,22.04294737,15.26888889,24.47137209,16.4872,10.01713462
1958,12,22.20057895,11.89959259,23.2552093,17.124,5.770846154
1959,1,22.84494737,9.934888889,22.99797674,18.8934,2.988461538
1959,2,23.30131579,11.37879012,23.99237209,19.1276,4.559557692
1959,3,22.61915789,15.83539506,25.33830233,17.859,10.26132692
1959,4,21.80057895,19.74682716,26.46183721,15.1048,15.39078846
1959,5,20.11289474,22.9824321,26.58386047,12.2642,19.98644231
1959,6,18.58126316,25.01609877,25.53262791,11.0074,23.58476923
1959,7,18.37136842,25.83165432,24.50086047,10.7284,25.65848077
1959,8,18.66457895,25.45128395,24.39662791,11.0572,25.22769231
1959,9,19.81536842,22.86737037,24.86746512,12.4558,21.09940385
1959,10,20.62015789,19.56240741,24.86444186,13.3578,16.16111538
1959,11,21.64121053,14.71623457,24.1134186,16.3178,9.321769231
1959,12,22.13052632,11.43316049,23.13283721,17.3886,5.094442308
1960,1,22.79110526,10.00990123,22.84795349,19.5238,3.149076923
1960,2,22.75005263,12.89746914,24.12513953,18.6732,6.657673077
1960,3,22.33678947,15.06460494,24.99690698,17.7402,9.251230769
1960,4,20.99510526,19.09304938,25.90411628,15.0644,14.54317308
1960,5,19.45605263,22.89150617,26.14090698,12.1922,19.97801923
1960,6,18.40310526,25.1948642,25.40774419,10.6892,23.932
1960,7,17.78847368,25.70282716,24.52046512,10.0844,25.29053846
1960,8,18.61905263,25.19503704,24.73769767,10.7864,24.55590385
1960,9,19.69910526,23.28479012,25.00367442,12.472,21.59294231
1960,10,20.92305263,19.48950617,24.9734186,14.1384,15.99305769
1960,11,21.38057895,15.39309877,24.0302093,15.8568,10.39401923
1960,12,22.37063158,11.35224691,23.264,18.1552,4.873961538
1961,1,22.86273684,9.872481481,23.04974419,19.4376,2.802615385
1961,2,22.77710526,11.69955556,23.37739535,18.9856,5.389865385
