年,月,南半球平均温度,北半球平均温度,热带平均温度,南温带平均温度,北温带平均温度
1992,5,20.79315789,22.88440741,26.66472093,13.2726,19.91848077
1992,6,19.12968421,24.8947037,25.95002326,10.9634,23.25513462
1992,7,18.16221053,25.6532963,24.7195814,10.4826,25.147
1992,8,18.54910526,25.28933333,24.572,10.9254,24.80088462
1992,9,19.68542105,22.91702469,24.98739535,12.2052,21.05419231
1992,10,20.89389474,19.03919753,24.90509302,14.4172,15.31065385
1992,11,21.37436842,15.00649383,23.96144186,15.6408,9.867173077
1992,12,22.05657895,11.51219753,22.90516279,17.9048,5.329173077
1993,1,23.01515789,9.986049383,22.84351163,19.5504,3.194903846
1993,2,22.88905263,12.04135802,23.82725581,19.0464,5.585346154
1993,3,23.00763158,15.18833333,25.26927907,18.303,9.409730769
1993,4,21.94352632,19.40546914,26.28434884,15.8756,14.98394231
1993,5,20.53842105,23.16279012,26.68939535,13.2038,20.24525
1993,6,18.99684211,25.06135802,25.77460465,11.2292,23.58569231
1993,7,18.79926316,25.47339506,24.97790698,11.2906,24.80823077
1993,8,19.08036842,25.23646914,24.89316279,11.8244,24.56063462
1993,9,20.13315789,22.85501235,25.11497674,12.9132,20.94761538
1993,10,21.19684211,19.50897531,25.19693023,14.1956,15.93309615
1993,11,22.11110526,14.84781481,24.58676744,15.9914,9.338384615
1993,12,22.51621053,11.72132099,23.21983721,17.8234,5.570480769
1994,1,22.80952632,10.73719753,23.23351163,18.9114,4.028769231
1994,2,23.43894737,11.45640741,24.1437907,19.1964,4.598923077
1994,3,22.64110526,15.6358642,25.54153488,17.6966,9.806096154
1994,4,21.72305263,20.07971605,26.222,15.963,15.99680769
1994,5,20.524,23.44581481,26.72797674,13.3162,20.63813462
1994,6,18.78547368,25.33034568,25.3475814,11.3896,24.26515385
1994,7,18.27884211,26.21404938,24.49497674,10.4996,26.24719231
1994,8,18.70321053,25.65059259,24.60755814,10.8352,25.39919231
1994,9,20.28794737,23.24835802,25.157,12.8846,21.58488462
1994,10,21.18163158,19.73423457,25.09106977,14.1358,16.37171154
1994,11,22.21747368,15.99380247,24.42939535,16.4468,11.24869231
1994,12,22.91763158,11.49602469,23.172,18.734,5.318211538
1995,1,23.38231579,10.48917284,22.98509302,19.1712,4.032153846
1995,2,23.36047368,12.57780247,24.10397674,19.3084,6.339192308
1995,3,22.88536842,15.66037037,25.37002326,17.781,10.06723077
1995,4,21.43815789,19.29412346,26.38116279,14.6126,14.66723077
1995,5,20.55968421,23.22639506,26.64467442,13.557,20.35511538
1995,6,18.97057895,25.72130864,26.06,11.1956,24.37132692
1995,7,18.53236842,26.08187654,25.03386047,9.701,25.76511538
1995,8,19.57742105,25.7111358,25.19523256,11.5466,25.25855769
1995,9,20.25905263,23.16428395,25.37344186,12.6978,21.28234615
1995,10,20.99510526,20.20301235,25.27423256,13.9268,16.90240385
1995,11,21.771,15.18858025,24.33537209,16.3072,9.922442308
1995,12,22.07773684,11.14477778,23.17123256,17.2344,4.609019231
1996,1,22.97157895,10.14276543,23.21867442,18.8048,3.184557692
1996,2,23.03736842,11.66153086,24.21974419,18.4182,4.783730769
1996,3,22.74605263,15.19085185,25.7607907,17.599,8.979326923
1996,4,21.36221053,19.12706173,26.11781395,14.8246,14.57663462
1996,5,20.26768421,23.29282716,26.58648837,13.5674,20.39901923
1996,6,18.67531579,25.20424691,25.53518605,11.0228,23.90861538
1996,7,17.93131579,25.81018519,24.74967442,10.001,25.32844231
1996,8,18.91131579,25.27212346,24.74572093,11.0228,24.75340385
1996,9,20.01610526,23.1061358,25.19913953,12.5046,21.26571154
1996,10,21.00805263,19.44279012,24.99069767,14.2912,15.92236538
1996,11,21.39389474,15.19782716,24.06174419,15.6776,10.08586538
1996,12,22.33610526,11.78292593,23.21013953,17.3022,5.658769231
1997,1,22.80378947,10.01634568,22.83327907,18.9782,3.228346154
1997,2,23.26584211,12.08188889,23.81151163,19.5084,5.75475
1997,3,22.57184211,15.82116049,25.45539535,17.6962,10.14069231
1997,4,21.33963158,18.86174074,25.64413953,15.5088,14.481
1997,5,20.13105263,22.98498765,26.37037209,13.476,20.05707692
1997,6,19.049,25.33380247,25.80176744,11.0628,24.02267308
1997,7,18.65063158,26.19988889,25.0712093,10.6736,25.86775
1997,8,19.28742105,25.74930864,25.14618605,11.6086,25.24665385
1997,9,20.72221053,23.01328395,25.6017907,13.229,20.97646154
1997,10,21.42036842,19.44588889,25.36232558,14.7546,15.72598077
1997,11,22.53236842,15.69520988,25.05244186,16.4378,10.38428846
1997,12,23.12152632,11.67522222,23.78588372,18.1952,5.216019231
1998,1,23.68921053,10.62496296,23.68130233,19.4852,3.749903846
1998,2,24.08484211,13.18807407,24.9315814,19.529,6.848903846
1998,3,23.73821053,15.72798765,26.06874419,18.3092,9.855596154
1998,4,22.54094737,20.87734568,27.3295814,15.6724,16.65017308
1998,5,20.96315789,23.92653086,27.40493023,13.6036,20.95998077
1998,6,19.31594737,25.69464198,26.40025581,11.4056,24.15442308
1998,7,18.89510526,26.3172963,25.36818605,10.7698,25.88513462
1998,8,19.71384211,25.99125926,25.40802326,11.7258,25.55155769
1998,9,20.63578947,23.91004938,25.54853488,13.066,22.40148077
1998,10,21.19178947,20.44353086,25.40686047,14.69,17.16586538
1998,11,21.56868421,15.853,24.65681395,15.919,10.655
1998,12,22.60321053,12.20288889,23.45276744,18.3194,6.112096154
1999,1,23.25152632,10.87060494,23.184,19.7046,4.36275
1999,2,23.52578947,13.00790123,24.66451163,19.6938,6.568980769
1999,3,23.02252632,15.88646914,25.77067442,18.5112,10.06801923
1999,4,21.53752632,20.39011111,26.54888372,15.1764,16.21784615
1999,5,20.29505263,23.39954321,26.28646512,13.8862,20.79269231
1999,6,19.14115789,25.49095062,25.59911628,11.7698,24.40073077
1999,7,18.77873684,26.34508642,24.901,11.1918,26.23165385
1999,8,19.09273684,25.62719753,24.76667442,12.035,25.25813462
1999,9,20.20510526,23.87824691,25.14769767,13.2204,22.51119231
1999,10,20.70247368,19.90760494,24.75490698,14.8914,16.67201923
1999,11,21.35847368,15.70581481,24.19025581,16.0686,10.72034615
1999,12,22.31605263,11.92793827,22.99088372,18.3144,5.961307692
2000,1,22.68278947,9.894530864,23.15362791,18.6238,2.763557692
2000,2,23.19494737,11.72119753,23.79416279,19.8328,5.150153846
2000,3,22.93921053,15.9747284,25.43518605,18.5046,10.45311538
2000,4,21.63221053,20.44950617,26.53567442,15.6912,16.30638462
2000,5,20.24894737,23.69066667,26.41769767,12.8916,21.21644231
2000,6,19.16394737,25.32734568,25.53406977,11.5414,24.22996154
2000,7,18.28257895,26.17602469,24.74090698,10.6768,25.96892308
2000,8,19.10921053,25.75161728,24.9435814,11.6948,25.34438462
2000,9,20.11178947,23.43608642,25.24890698,12.8574,21.73955769
2000,10,21.35878947,19.91046914,25.3595814,14.3672,16.46667308
2000,11,21.85742105,15.47723457,24.4647907,16.6822,10.26057692
2000,12,22.58789474,11.78648148,23.25806977,18.3754,5.613480769
2001,1,23.09847368,10.22209877,23.10967442,19.642,3.364134615
2001,2,23.578,12.22351852,24.31255814,20.1012,5.618096154
2001,3,23.00305263,16.31997531,25.67446512,18.2882,10.83717308
2001,4,21.94957895,20.08391358,26.56467442,15.6854,15.82944231
2001,5,20.56710526,23.86290123,26.71597674,13.262,21.31871154
2001,6,19.35731579,25.22460494,25.51502326,11.877,24.12405769
2001,7,18.71294737,26.39391358,24.91316279,11.246,26.26840385
2001,8,19.29936842,25.8778642,25.00525581,11.8858,25.54115385
2001,9,20.32642105,23.62849383,25.5342093,13.1706,21.85165385
2001,10,20.93357895,20.51646914,25.23981395,14.727,17.31971154
2001,11,21.94126316,15.83839506,24.58706977,16.3062,10.78882692
2001,12,22.43542105,11.49148148,23.6064186,17.682,4.876865385
2002,1,22.89652632,11.06898765,23.13088372,18.8088,4.672115385
2002,2,23.15847368,13.6592716,24.45062791,18.775,7.714615385
2002,3,23.44757895,17.02112346,26.0844186,18.5182,11.73065385
2002,4,22.25542105,20.22209877,26.80051163,16.2174,15.91026923
2002,5,20.95221053,23.56228395,27.06095349,13.5736,20.67592308
2002,6,19.21452632,25.54377778,25.90418605,10.8804,24.34307692
2002,7,18.89226316,26.87509877,25.45876744,10.6206,26.69242308
2002,8,19.59636842,25.6892963,25.14146512,11.7078,25.26042308
2002,9,20.24515789,23.56495062,25.34272093,13.4292,21.85646154
2002,10,21.64936842,19.78580247,25.6535814,14.7502,16.09871154
2002,11,22.17042105,15.45367901,24.70611628,16.4234,10.16357692
2002,12,22.81142105,11.36001235,23.80676744,18.1718,4.596692308
2003,1,23.33721053,10.32774074,23.43711628,19.4496,3.363653846
2003,2,23.872,12.22106173,24.86683721,19.698,5.302115385
2003,3,23.15415789,15.65354321,25.81886047,18.2528,9.738288462
2003,4,22.17731579,19.95933333,26.81602326,16.135,15.46751923
2003,5,20.56573684,23.84414815,27.02867442,13.6136,20.99661538
2003,6,19.539,25.5807037,26.01997674,11.8486,24.33030769
2003,7,18.65921053,26.09446914,25.04548837,10.6268,25.73244231
2003,8,18.91910526,25.91735802,25.01790698,10.797,25.55796154
2003,9,20.25168421,23.58682716,25.39195349,12.821,21.91069231
2003,10,21.23494737,19.78365432,25.39993023,14.441,16.18342308
2003,11,22.27157895,15.8282963,24.83686047,16.697,10.64965385
2003,12,22.83089474,11.78054321,23.41281395,18.2144,5.580538462
2004,1,22.96647368,10.27965432,23.29695349,18.8622,3.325673077
2004,2,23.01405263,12.83382716,24.12595349,19.2962,6.594423077
2004,3,22.86463158,16.76851852,25.99606977,17.9624,11.25067308
2004,4,21.97121053,20.43638272,26.65560465,16.0606,16.27511538
2004,5,20.23763158,23.26096296,26.48013953,13.0946,20.47180769
2004,6,18.78957895,25.15144444,25.4887907,11.5222,23.85846154
2004,7,18.21163158,26.07141975,24.83323256,10.4072,25.72963462
2004,8,19.21947368,25.53080247,25.03602326,11.8872,24.94576923
2004,9,20.59394737,23.74681481,25.55513953,13.0004,22.13276923
2004,10,21.23147368,19.87951852,25.16867442,14.7668,16.49138462
2004,11,22.33015789,16.06433333,24.80902326,16.9548,11.03696154
2004,12,22.73726316,11.79683951,23.51962791,18.6106,5.445288462
2005,1,23.34673684,10.26987654,23.19069767,19.3936,3.486153846
2005,2,23.56963158,11.48654321,24.74137209,19.1298,4.205865385
2005,3,23.15957895,15.58062963,26.02818605,17.7432,9.502596154
2005,4,22.36510526,20.3912963,26.82993023,16.254,16.18605769
2005,5,20.68805263,23.27169136,26.89193023,13.5264,20.27105769
2005,6,19.54494737,26.00269136,26.21748837,11.8212,24.82911538
2005,7,18.70010526,26.31230864,24.98076744,11.5272,26.05365385
2005,8,19.54894737,25.79438272,25.23190698,11.5634,25.34588462
2005,9,20.30810526,24.00891358,25.52397674,12.837,22.47807692
2005,10,21.61773684,20.03450617,25.40753488,14.7348,16.6795
2005,11,22.17426316,15.85760494,24.43204651,17.1452,10.95140385
2005,12,22.39010526,11.0862716,23.29265116,18.264,4.432615385
2006,1,23.44257895,10.54796296,23.54016279,20.0032,3.60675
2006,2,23.66136842,12.61338272,25.00209302,19.6152,5.732384615
2006,3,23.05621053,15.81666667,25.71309302,18.213,10.04788462
2006,4,21.54321053,19.92677778,26.41602326,15.3266,15.59361538
2006,5,19.87947368,23.67298765,26.40118605,12.5606,21.09938462
2006,6,18.96536842,25.65041975,25.8112093,11.1682,24.46736538
2006,7,18.85615789,26.47982716,25.15986047,11.3556,26.24001923
2006,8,19.45568421,25.95340741,25.09439535,11.6456,25.66532692
2006,9,20.32478947,23.64432099,25.36934884,13.7368,21.95759615
2006,10,21.33863158,20.87938272,25.53483721,15.1092,17.75230769
2006,11,22.04984211,16.17240741,24.67311628,16.7062,11.23917308
2006,12,22.67452632,12.01385185,23.4755814,17.8414,5.870788462
2007,1,23.36242105,11.10735802,23.32074419,19.74,4.655576923
2007,2,23.47684211,13.10269136,24.55790698,19.8278,6.774019231
2007,3,23.34747368,16.2727037,25.98525581,18.4034,10.62130769
2007,4,22.00931579,20.1261358,26.6995814,15.9744,15.77769231
2007,5,20.61547368,24.16274074,26.88069767,13.7938,21.61609615
2007,6,18.89089474,25.80498765,25.83193023,10.6552,24.71311538
2007,7,18.41042105,26.14723457,25.05686047,10.242,25.75132692
2007,8,19.00315789,26.03840741,24.9945814,11.2844,25.74965385
2007,9,20.42289474,23.724,25.46976744,13.1224,22.09359615
2007,10,21.41947368,20.1322716,25.27783721,15.0726,16.83411538
2007,11,22.02757895,15.65479012,24.51834884,16.628,10.56025
2007,12,22.51194737,11.93240741,23.48781395,18.3806,5.622557692
2008,1,22.91931579,9.883950617,22.90123256,19.6928,2.939423077
2008,2,22.92247368,11.57980247,23.73151163,18.8662,4.975096154
2008,3,22.80468421,17.04111111,25.66046512,18.4296,11.88598077
2008,4,21.46515789,20.4787037,26.39762791,15.0754,16.46419231
2008,5,20.32647368,23.27148148,26.50767442,13.4978,20.45911538
2008,6,19.002,25.10935802,25.48627907,11.6832,23.85711538
2008,7,18.46131579,26.21149383,24.96227907,10.637,25.91025
2008,8,19.34626316,25.65176543,25.06974419,11.0784,25.23040385
2008,9,20.30905263,23.60274074,25.43462791,12.6274,21.93976923
2008,10,21.54605263,20.30990123,25.45551163,14.7216,17.04388462
2008,11,22.09052632,15.87618519,24.59697674,16.74,10.85232692
2008,12,22.31568421,12.01885185,23.56490698,17.9822,5.660057692
2009,1,23.07342105,10.48766667,23.3694186,19.4064,3.576519231
2009,2,23.32589474,13.28025926,24.79974419,19.6586,6.81175
2009,3,23.26663158,16.1702716,25.90625581,18.6526,10.47357692
2009,4,21.80994737,20.25750617,26.7117907,16.1938,15.87828846
2009,5,20.619,23.78559259,26.74260465,13.7414,21.14913462
2009,6,19.27389474,25.83251852,26.22455814,11.6832,24.47242308
2009,7,18.72142105,26.25761728,25.24802326,10.7868,25.82644231
2009,8,19.44384211,25.98050617,25.42948837,12.1438,25.37821154
2009,9,20.71294737,23.86522222,25.94132558,12.8068,22.05996154
2009,10,21.25394737,20.33840741,25.52834884,14.513,16.94138462
2009,11,22.76094737,15.5222716,24.85904651,17.528,10.25351923
2009,12,22.81615789,11.75325926,23.8454186,18.139,5.182173077
2010,1,23.566,10.39261728,23.76634884,19.6376,3.257980769
2010,2,24.23773684,12.84055556,25.19788372,20.2036,6.078365385
2010,3,23.60821053,16.67735802,26.56939535,19.1236,10.79461538
2010,4,22.14136842,20.24987654,27.18997674,16.1882,15.59261538
2010,5,20.90031579,24.03555556,27.42565116,13.6374,21.08646154
2010,6,19.01094737,25.88993827,26.07393023,11.1458,24.64201923
2010,7,18.74894737,26.86774074,25.18402326,10.5516,26.86242308
2010,8,19.07205263,26.2967037,25.1687907,11.3008,26.03153846
2010,9,20.386,23.75340741,25.46811628,13.0312,22.13605769
2010,10,21.11815789,20.0452963,25.42855814,14.444,16.52434615
2010,11,21.92563158,16.2957037,24.81318605,16.559,11.28417308
2010,12,22.43247368,11.3252716,23.22923256,17.96,4.902057692
2011,1,22.992,9.443814815,22.83532558,19.5536,2.348269231
2011,2,23.47410526,12.15751852,24.38472093,19.5496,5.470692308
2011,3,22.86642105,15.58422222,25.47523256,18.4946,9.786076923
2011,4,21.72005263,19.95133333,26.35202326,15.524,15.73042308
2011,5,20.21447368,23.64559259,26.65811628,12.8582,20.93803846
2011,6,18.94384211,25.5888642,25.8384186,10.9864,24.35859615
2011,7,18.47794737,26.42561728,25.12262791,10.3324,26.14655769
2011,8,19.26184211,25.82387654,25.13127907,11.4586,25.38021154
2011,9,20.34236842,23.59455556,25.41893023,13.4212,21.87584615
2011,10,20.94357895,20.07291358,25.23025581,14.5334,16.65896154
2011,11,21.723,16.15319753,24.53030233,16.8268,11.19632692
2011,12,22.30021053,11.76959259,23.36244186,17.7002,5.460673077
2012,1,22.94368421,9.982296296,22.90060465,19.9874,3.073711538
2012,2,23.35905263,11.20344444,24.3062093,19.6148,4.001153846
2012,3,23.09021053,15.89388889,25.74076744,18.2502,10.15413462
2012,4,21.87557895,20.3274321,26.60383721,15.6384,16.15386538
2012,5,20.40415789,24.17471605,26.86897674,13.3744,21.60755769
2012,6,19.41868421,25.89317284,26.4044186,11.3206,24.50594231
2012,7,18.67794737,26.75330864,25.21032558,10.7142,26.62084615
2012,8,19.18026316,26.08369136,25.19767442,11.3294,25.71263462
2012,9,20.59442105,23.63632099,25.64304651,13.0564,21.88275
2012,10,21.47047368,20.25660494,25.53695349,14.3934,16.89746154
2012,11,22.23147368,15.70958025,24.75504651,16.9302,10.49530769
2012,12,23.15763158,11.32281481,23.92613953,18.775,4.508538462
2013,1,24.28003182,10.07773096,23.3696255,19.14937155,1.706261586
2013,2,23.91904591,11.51748164,25.10778888,19.27767669,5.281066251
2013,3,24.08360706,15.24800334,26.37214574,17.8746853,9.704395655
2013,4,22.95423754,19.78531373,25.89577438,16.0387556,16.32112796
2013,5,21.26332294,24.74025098,26.0644714,13.67722643,21.95584639
2013,6,19.20728849,25.03905719,25.31986106,10.68683166,25.21516953
2013,7,18.5925065,27.37970057,24.71856384,11.09822953,25.74634118
2013,8,20.23870279,26.21461044,26.35361534,10.90959052,26.54787832
2013,9,20.36121659,23.02841635,26.65079723,14.02010581,22.0170798
2013,10,21.4364604,20.06709046,24.96550906,13.90908259,16.2658124
2013,11,21.76976448,17.20682758,24.71259895,17.40233961,11.27194029
2013,12,23.27460259,12.60222714,22.9136104,17.18552228,6.081309641
2014,1,22.99902498,9.497880991,23.44822658,20.53060113,4.196966409
2014,2,23.87131615,11.47413559,24.75969128,20.87900233,4.338290421
2014,3,23.08761398,17.15963752,27.02478801,19.34251487,10.9372953
2014,4,22.50505221,21.09415749,26.77566984,15.73766435,15.88964781
2014,5,21.46741788,25.35885538,28.06688646,12.88728566,21.02350834
2014,6,19.04613212,26.24812068,25.84391479,10.6408915,23.98930236
2014,7,19.1928174,26.16547963,25.82652644,11.16583979,26.06851687
2014,8,18.96340165,26.08608143,24.75115177,12.10821728,25.90399426
2014,9,19.92964429,24.29973755,26.70471268,12.63604204,22.80445757
2014,10,21.27619303,19.60537624,25.89840065,15.56310935,17.73611855
2014,11,22.34097831,16.4452021,25.01769176,17.11255159,11.68002935
2014,12,23.61518836,12.19003422,24.65575364,18.35933237,5.194375531
2015,1,22.98632289,8.953416661,23.93003537,20.7256181,3.524911445
2015,2,24.1183905,11.30321529,25.66947518,20.09703255,3.943461382
2015,3,24.04882256,16.79573692,26.86016738,19.23044225,11.7374501
2015,4,22.84722114,21.92063441,26.14802905,15.32193932,16.34865115
2015,5,20.79514479,26.04478001,28.47368125,13.68417417,20.54469785
2015,6,19.72199374,26.96219972,26.80653697,10.69937557,23.56426792
2015,7,18.99888052,26.00699376,25.91053984,11.08960932,26.51971699
2015,8,20.04105474,25.85988947,24.44035067,13.14992518,26.95642742
2015,9,19.74952675,23.65268826,27.46646861,12.09753238,22.92742121
2015,10,21.35653137,20.01537994,25.35244171,15.96119763,17.2003699
2015,11,21.77165148,16.52734879,24.75989059,18.20076544,11.91331539
2015,12,23.70577232,12.00721048,24.79494871,19.1182187,4.73200127
2016,1,22.23122481,9.570874941,24.34033482,20.75297823,4.554451915
2016,2,24.27275205,12.33565878,25.86328872,21.15213882,4.550763355
2016,3,24.6381074,16.00492413,27.14060598,19.25638303,12.19370993
2016,4,23.13429254,21.55263042,26.45223872,16.24743697,15.5585298
2016,5,20.24531311,26.79492143,27.71445396,13.16943973,20.38551928
2016,6,20.73149381,27.39051089,26.03833283,10.5221644,23.14981193
2016,7,18.7498165,25.26041426,26.77182016,11.81816577,27.16203135
2016,8,20.88648949,26.58897723,23.88148466,13.11858837,26.21227384
2016,9,18.95213571,22.86668421,27.00203709,11.59840383,23.15840921
2016,10,21.39429639,20.40300517,25.10640353,16.34685175,17.57065042
2016,11,21.21483214,15.88453602,24.02402309,17.73710225,12.16165776
2016,12,24.58850962,11.8200345,24.3772698,18.44845751,5.824021313
2017,1,21.92075724,10.02168331,23.95368182,20.43646444,5.241277109
2017,2,23.78475968,13.18200334,25.25125956,22.31173426,5.057204849
2017,3,24.40633601,16.93938973,26.40088567,19.97825979,13.18606387
2017,4,23.57204184,22.19412142,26.57993874,16.96520982,14.77281375
2017,5,19.83228482,26.17782498,27.25031914,14.25393596,21.28438372
2017,6,20.20605996,27.91196173,25.31531221,10.01849052,22.71934014
2017,7,19.24054038,26.17352082,27.67857157,12.00624191,27.92378625
2017,8,20.63579712,27.72373672,25.06254333,12.48748647,26.07186067
2017,9,18.68873324,22.49852985,27.7360806,11.52851271,22.66644376
2017,10,20.92434039,21.38973311,26.19798315,16.58178653,16.80739721
2017,11,21.25344379,15.32870632,25.1277188,17.47746295,13.14896422
2017,12,25.57889301,12.57109866,25.39491166,17.68181827,6.942598759
2018,1,21.27126251,9.791950231,24.1299161,21.57760791,5.577503684
2018,2,23.53270036,12.64017006,24.76164368,22.04935792,5.124983729
2018,3,24.39814293,16.98988271,26.82966421,20.07187058,12.41011055
2018,4,22.84058363,22.19166232,27.7388389,17.25074764,15.79758784
2018,5,19.68060286,25.95885803,28.20826683,15.01222434,21.27320794
2018,6,21.17071189,27.96329868,25.44806817,10.06835288,22.82976022
2018,7,19.83138949,25.56467728,28.3454922,11.46627695,28.11684368
2018,8,20.35511409,28.10707007,24.71777968,13.59772189,25.39787967
2018,9,18.25522756,22.94701382,27.51889215,11.00288756,22.24431069
2018,10,22.03757449,21.18295929,25.8723889,17.10210158,16.01598915
2018,11,20.60978073,15.14787505,24.77566021,18.06804175,13.74942801
2018,12,26.48252358,12.88921786,25.73557643,17.94365892,7.860371448
2019,1,21.36395419,9.758712704,24.52063356,21.38768786,4.979719245
2019,2,23.4765791,12.28448068,25.24809694,22.80267038,5.185051833
2019,3,24.84026598,16.74803203,26.98575977,19.90135376,13.26445036
2019,4,23.52690616,21.6802847,27.07536909,17.51502072,16.48549841
2019,5,20.5520701,26.60018399,29.18351206,14.5379311,20.87568763
2019,6,22.13463496,28.08721655,25.02216784,10.71811739,23.7968655
2019,7,20.62741199,26.45062193,28.62158477,11.0854551,28.37773459
2019,8,21.24171888,27.73775068,25.35123144,14.52305853,25.54040833
2019,9,18.37623562,24.03207025,27.97557733,11.8156608,22.2473911
2019,10,21.88036318,21.14057142,26.51032787,16.68822967,16.19596271
2019,11,20.05132232,14.62771483,25.87005097,18.52992852,13.82673937
2019,12,27.09804683,13.14851061,26.24043028,18.70002747,8.296407203
2020,1,21.36812891,9.729457642,23.74093285,22.22078757,4.844956434
2020,2,23.33057561,11.34305295,25.26894966,23.73007612,4.735752392
2020,3,25.32708886,15.98163712,27.5244208,20.43279275,13.34598287
2020,4,22.86554266,22.54052565,26.49178611,16.55454201,16.68872078
2020,5,20.76681223,26.53789379,29.37613923,14.98484852,20.69190893
2020,6,22.32986266,27.9386358,24.26585106,10.41802405,23.89035671
2020,7,19.88161025,25.61361509,28.20049911,11.43908755,28.29181902
2020,8,21.24014905,26.85470717,24.4984437,14.19881208,25.21255064
2020,9,19.34615495,24.53539809,28.26863937,12.58139149,22.27117097
2020,10,21.63276881,21.90809571,26.00185152,16.01623623,16.51317041
2020,11,19.56255879,13.94292129,25.42326253,18.12734602,12.83854803
2020,12,26.55535082,13.48874619,27.20376148,18.21232503,8.534752511
2021,1,22.31178788,9.71380016,23.34298674,22.41498152,4.931722064
2021,2,22.59011714,11.44749171,24.56707803,23.24717388,4.793176189
2021,3,25.95384226,16.41870561,27.52605943,21.2207554,14.24741627
2021,4,22.79025345,22.11572035,27.34452031,16.54719841,17.44338088
2021,5,20.19328808,25.76669635,28.62477028,15.13305454,20.62465339
2021,6,22.07793991,28.44786611,24.17705527,10.83008071,24.74937256
2021,7,20.52254166,24.69331009,29.13287639,12.21502407,28.56936661
2021,8,20.26205724,27.80922456,24.26950026,13.99812973,25.23312682
2021,9,19.44941563,25.45318499,28.97944225,12.53480234,23.02680205
2021,10,21.4125245,21.00642075,25.61672112,15.65665557,16.43576157
2021,11,19.53882596,14.35640403,25.15785661,19.01022482,12.37492307
2021,12,27.04614192,14.30689282,27.37286657,19.02533162,7.648118655
2022,1,22.42526088,8.719722882,22.64929925,22.2299641,4.398613805
2022,2,22.66074469,11.07070407,24.98434682,23.42129497,4.27155867
2022,3,25.0819601,15.42544399,26.90420512,21.20316278,14.48035397
2022,4,22.03580548,21.38178343,26.97288197,15.72290871,17.26096755
2022,5,19.75792629,26.02787712,28.0642811,15.44156206,20.01159022
2022,6,21.26714,29.28458637,24.29353446,10.66536325,23.97026717
2022,7,20.6280305,23.91587124,28.6049213,11.49233231,28.2258466
2022,8,19.95494145,28.66673794,25.04613357,14.5782187,24.38206749
2022,9,19.28901021,25.24663371,28.80530354,13.48271064,22.50259238
2022,10,20.62967727,21.60647896,24.70634627,16.5765682,17.03905009
